case_id,astra_risk_score,behavioral_score,iforest_score,graph_score,astra_predicted_anomaly,scade_composite_score,cf_score,time_score,resource_score,amount_score,security_score,scade_flagged,attack_type,is_ground_truth_anomaly
PO00096,0.0154257826674756,0.0,0.077128913337378,0.0,False,,,,,,,,,
PO00097,0.0040780732199229,0.0,0.0203903660996146,0.0,False,,,,,,,,,
PO00098,0.1392100363820212,0.0015007503751875,0.6904223680031525,0.0,False,,,,,,,,,
PO00099,0.3272252545627602,0.2536268134067034,0.6850257225386631,0.0,False,,,,,,,,,
PO00100,0.3200009901669469,0.2536268134067034,0.6489044005595972,0.0,False,,,,,,,,,
PO00101,0.0459587320141003,0.0,0.2297936600705016,0.0,False,,,,,,,,,
PO00102,0.0378080994990645,0.0,0.1890404974953229,0.0,False,,,,,,,,,
PO00103,0.022802500974526,0.0,0.1140125048726304,0.0,False,,,,,,,,,
PO00104,0.0061131884272857,0.0,0.0305659421364287,0.0,False,,,,,,,,,
PO00105,0.0356193679478287,0.0,0.1780968397391437,0.0,False,,,,,,,,,
PO00106,0.0132953175498934,0.0,0.0664765877494673,0.0,False,,,,,,,,,
PO00107,0.0073452132274384,0.0,0.0367260661371922,0.0,False,,,,,,,,,
PO00108,0.0966627460898318,0.0015007503751875,0.4776859165422055,0.0,False,,,,,,,,,
PO00109,0.0317516768875189,0.0,0.1587583844375949,0.0,False,,,,,,,,,
PO00110,0.0243149306988349,0.0,0.1215746534941747,0.0,False,,,,,,,,,
PO00111,0.0291314399500146,0.0,0.1456571997500733,0.0,False,,,,,,,,,
PO00112,0.0050797145001302,0.0,0.025398572500651,0.0,False,,,,,,,,,
PO00113,0.0149224790071978,0.0,0.0746123950359894,0.0,False,,,,,,,,,
PO00114,0.0111799600344776,0.0,0.0558998001723883,0.0,False,,,,,,,,,
PO00115,0.0135669731177023,0.0,0.0678348655885117,0.0,False,,,,,,,,,
PO00116,0.0029150787943339,0.0,0.0145753939716697,0.0,False,,,,,,,,,
PO00117,0.006547446902462,0.0,0.03273723451231,0.0,False,,,,,,,,,
PO00118,0.016344331563257,0.0,0.0817216578162854,0.0,False,,,,,,,,,
PO00119,0.2729026949543957,0.2781390695347674,0.3214919640166004,0.0,False,,,,,,,,,
PO00120,0.0991952499821929,0.017008504252126,0.4321943589654917,0.0,False,,,,,,,,,
PO00121,0.007520767782286,0.0,0.0376038389114303,0.0,False,,,,,,,,,
PO00122,0.0064413916434646,0.0,0.032206958217323,0.0,False,,,,,,,,,
PO00123,0.1609819324994449,0.017008504252126,0.741127771551752,0.0,False,,,,,,,,,
PO00124,0.3329461047606221,0.2536268134067034,0.7136299735279729,0.0,False,,,,,,,,,
PO00125,0.004405978794735,0.0,0.0220298939736753,0.0,False,,,,,,,,,
PO00126,0.0726804525863292,0.017008504252126,0.2996203719861735,0.0,False,,,,,,,,,
PO00127,0.0079554225523553,0.0,0.0397771127617765,0.0,False,,,,,,,,,
PO00128,0.3034837152333926,0.2781390695347674,0.4743970654115853,0.0,False,,,,,,,,,
PO00129,0.015685638149139,0.0,0.0784281907456951,0.0,False,,,,,,,,,
PO00130,0.0057942191342381,0.0,0.0289710956711908,0.0,False,,,,,,,,,
PO00131,0.0015717683469325,0.0,0.0078588417346629,0.0,False,,,,,,,,,
PO00132,0.2737205038290659,0.2781390695347674,0.3255810083899518,0.0,False,,,,,,,,,
PO00133,0.0104309386929087,0.0,0.0521546934645439,0.0,False,,,,,,,,,
PO00134,0.0111086071220215,0.0,0.0555430356101075,0.0,False,,,,,,,,,
PO00135,0.0040269647759701,0.0,0.0201348238798507,0.0,False,,,,,,,,,
PO00136,0.0176056200380204,0.0,0.088028100190102,0.0,False,,,,,,,,,
PO00137,0.1005537008538229,0.017008504252126,0.4389866133236418,0.0,False,,,,,,,,,
PO00138,0.0134722807268422,0.0,0.0673614036342114,0.0,False,,,,,,,,,
PO00139,0.0212693405677661,0.0,0.1063467028388309,0.0,False,,,,,,,,,
PO00140,0.0139109751100386,0.0,0.0695548755501932,0.0,False,,,,,,,,,
PO00141,0.0150053400269588,0.0,0.0750267001347942,0.0,False,,,,,,,,,
PO00142,0.0251156271720566,0.0,0.1255781358602831,0.0,False,,,,,,,,,
PO00143,0.1270281092148627,0.0015007503751875,0.6295127321673604,0.0,False,,,,,,,,,
PO00144,0.0650070391353393,0.0,0.3250351956766968,0.0,False,,,,,,,,,
PO00145,0.3502594089688271,0.2536268134067034,0.800196494568998,0.0,False,,,,,,,,,
PO00146,0.1819346966872859,0.017008504252126,0.8458915924909568,0.0,False,,,,,,,,,
PO00147,0.3465320928223808,0.2536268134067034,0.7815599138367666,0.0,False,,,,,,,,,
PO00148,0.0264043695152478,0.0,0.1320218475762393,0.0,False,,,,,,,,,
PO00149,0.0636518486088863,0.0,0.3182592430444316,0.0,False,,,,,,,,,
PO00150,0.0213665728297356,0.0,0.1068328641486784,0.0,False,,,,,,,,,
PO00151,0.0146792436189456,0.0,0.0733962180947283,0.0,False,,,,,,,,,
PO00152,0.0114371544360382,0.0,0.0571857721801911,0.0,False,,,,,,,,,
PO00153,0.0658890843544778,0.0015007503751875,0.3238176078654358,0.0,False,,,,,,,,,
PO00154,0.0149224790071978,0.0,0.0746123950359894,0.0,False,,,,,,,,,
PO00155,0.0143690391734202,0.0,0.071845195867101,0.0,False,,,,,,,,,
PO00156,0.015690286078825,0.0,0.0784514303941252,0.0,False,,,,,,,,,
PO00157,0.0201444876235819,0.0,0.1007224381179097,0.0,False,,,,,,,,,
PO00158,0.0137164682543934,0.0,0.0685823412719674,0.0,False,,,,,,,,,
PO00159,0.0439339428041188,0.0,0.2196697140205944,0.0,False,,,,,,,,,
PO00160,0.0198537828704989,0.0,0.0992689143524946,0.0,False,,,,,,,,,
PO00161,0.0067172464602627,0.0,0.0335862323013138,0.0,False,,,,,,,,,
PO00162,0.0882176377320065,0.017008504252126,0.3773062977145598,0.0,False,,,,,,,,,
PO00163,0.3388524245829512,0.2536268134067034,0.7431615726396185,0.0,False,,,,,,,,,
PO00164,0.0151118595952532,0.0,0.0755592979762664,0.0,False,,,,,,,,,
PO00165,0.0145614753916119,0.0,0.0728073769580597,0.0,False,,,,,,,,,
PO00166,0.1722172280512373,0.0015007503751875,0.8554583263492329,0.0,False,,,,,,,,,
PO00167,0.0561511164612067,0.0,0.2807555823060336,0.0,False,,,,,,,,,
PO00168,0.0507801826279627,0.017008504252126,0.1901190221943411,0.0,False,,,,,,,,,
PO00169,0.0053817674872625,0.0,0.0269088374363128,0.0,False,,,,,,,,,
PO00170,0.0317982002340468,0.0,0.1589910011702341,0.0,False,,,,,,,,,
PO00171,0.2822728363827643,0.2781390695347674,0.3683426711584435,0.0,False,,,,,,,,,
PO00172,0.0283904051805999,0.0,0.1419520259029998,0.0,False,,,,,,,,,
PO00173,0.0243344620413078,0.0,0.1216723102065392,0.0,False,,,,,,,,,
PO00174,0.0266523664734385,0.0,0.1332618323671929,0.0,False,,,,,,,,,
PO00175,0.0036372312759325,0.0,0.0181861563796628,0.0,False,,,,,,,,,
PO00176,0.3299715862188887,0.2781390695347674,0.6068364203390658,0.0,False,,,,,,,,,
PO00177,0.0284426690483542,0.0,0.1422133452417711,0.0,False,,,,,,,,,
PO00178,0.3306232784652969,0.2536268134067034,0.702015842051347,0.0,False,,,,,,,,,
PO00179,0.0084729154065672,0.0,0.0423645770328363,0.0,False,,,,,,,,,
PO00180,0.0045305354221086,0.0,0.0226526771105431,0.0,False,,,,,,,,,
PO00181,0.3593783513119083,0.2536268134067034,0.8457912062844037,0.0,False,,,,,,,,,
PO00182,0.0490019251784083,0.017008504252126,0.1812277349465689,0.0,False,,,,,,,,,
PO00183,0.3002618834335419,0.2781390695347674,0.4582879064123317,0.0,False,,,,,,,,,
PO00184,0.033777953682606,0.017008504252126,0.1051078774675577,0.0,False,,,,,,,,,
PO00185,0.0679414544348164,0.0015007503751875,0.3340794582671288,0.0,False,,,,,,,,,
PO00186,0.8646412695000836,1.0,0.5732063475004181,0.0,True,,,,,,,,,
PO00187,0.0255404685156337,0.0,0.1277023425781688,0.0,False,,,,,,,,,
PO00188,0.0252635986054546,0.0,0.1263179930272733,0.0,False,,,,,,,,,
PO00189,0.0224765553973707,0.0,0.1123827769868536,0.0,False,,,,,,,,,
PO00190,0.003005601471182,0.0,0.01502800735591,0.0,False,,,,,,,,,
PO00191,0.3602558765746462,0.2536268134067034,0.8501788325980932,0.0,False,,,,,,,,,
PO00192,0.8839796323035638,1.0,0.6698981615178189,0.0,True,,,,,,,,,
PO00193,0.0240597083215862,0.0,0.1202985416079312,0.0,False,,,,,,,,,
PO00194,0.0257527449378044,0.0,0.1287637246890224,0.0,False,,,,,,,,,
PO00195,0.0267884287085192,0.0,0.1339421435425961,0.0,False,,,,,,,,,
PO00196,0.1085003847026013,0.017008504252126,0.4787200325675338,0.0,False,,,,,,,,,
PO00197,0.0022592760266729,0.0,0.0112963801333646,0.0,False,,,,,,,,,
PO00198,0.0141446072349481,0.0,0.0707230361747409,0.0,False,,,,,,,,,
PO00199,0.0270592896860396,0.0,0.135296448430198,0.0,False,,,,,,,,,
PO00200,0.0043720724426995,0.0,0.0218603622134977,0.0,False,,,,,,,,,
PO00201,0.1146777347952119,0.017008504252126,0.5096067830305869,0.0,False,,,,,,,,,
PO00202,0.1310740170272023,0.017008504252126,0.5915881941905391,0.0,False,,,,,,,,,
PO00203,0.0380816894654025,0.0,0.1904084473270128,0.0,False,,,,,,,,,
PO00204,0.0121988654408656,0.0,0.0609943272043284,0.0,False,,,,,,,,,
PO00205,0.0082053468659096,0.0,0.041026734329548,0.0,False,,,,,,,,,
PO00206,0.0045568176086723,0.0,0.0227840880433618,0.0,False,,,,,,,,,
PO00207,0.2753819075028696,0.2781390695347674,0.3338880267589701,0.0,False,,,,,,,,,
PO00208,0.002363108258874,0.0,0.0118155412943702,0.0,False,,,,,,,,,
PO00209,0.0663018935051939,0.0,0.3315094675259696,0.0,False,,,,,,,,,
PO00210,0.0336776625550005,0.0,0.1683883127750025,0.0,False,,,,,,,,,
PO00211,0.8586584010988505,1.0,0.5432920054942527,0.0,True,,,,,,,,,
PO00212,0.017801346831101,0.0,0.0890067341555051,0.0,False,,,,,,,,,
PO00213,0.0023516219872421,0.0,0.0117581099362107,0.0,False,,,,,,,,,
PO00214,0.0204659420501208,0.0,0.102329710250604,0.0,False,,,,,,,,,
PO00215,0.0328720364906525,0.0,0.1643601824532628,0.0,False,,,,,,,,,
PO00216,0.0443682723992927,0.0,0.2218413619964635,0.0,False,,,,,,,,,
PO00217,0.006911614251069,0.0,0.0345580712553453,0.0,False,,,,,,,,,
PO00218,0.0058571359928542,0.0,0.0292856799642711,0.0,False,,,,,,,,,
PO00219,0.0118298279746436,0.0,0.0591491398732184,0.0,False,,,,,,,,,
PO00220,0.0028908643068788,0.0,0.0144543215343943,0.0,False,,,,,,,,,
PO00221,0.0161063925314851,0.0,0.0805319626574259,0.0,False,,,,,,,,,
PO00222,0.0667991445471531,0.0015007503751875,0.3283679088288124,0.0,False,,,,,,,,,
PO00223,0.0020329359394912,0.0,0.0101646796974562,0.0,False,,,,,,,,,
PO00224,0.2747641297499079,0.2781390695347674,0.3307991379941617,0.0,False,,,,,,,,,
PO00225,0.3249642669334187,0.2536268134067034,0.673720784391956,0.0,False,,,,,,,,,
PO00226,0.011443656802899,0.0,0.0572182840144952,0.0,False,,,,,,,,,
PO00227,0.1394212429070582,0.017008504252126,0.6333243235898184,0.0,False,,,,,,,,,
PO00228,0.0761292091486544,0.0015007503751875,0.3750182318363189,0.0,False,,,,,,,,,
PO00229,0.2864614283399467,0.2781390695347674,0.3892856309443556,0.0,False,,,,,,,,,
PO00230,0.0531501284929687,0.017008504252126,0.2019687515193711,0.0,False,,,,,,,,,
PO00231,0.0892080601181205,0.0015007503751875,0.4404124866836494,0.0,False,,,,,,,,,
PO00232,0.021772643896069,0.0,0.108863219480345,0.0,False,,,,,,,,,
PO00233,0.0934505795639285,0.0015007503751875,0.4616250839126889,0.0,False,,,,,,,,,
PO00234,0.3211089028541311,0.2781390695347674,0.5625230035152778,0.0,False,,,,,,,,,
PO00235,0.0115074896753139,0.0,0.0575374483765699,0.0,False,,,,,,,,,
PO00236,0.0108867991115402,0.0,0.0544339955577013,0.0,False,,,,,,,,,
PO00237,0.3298881385088489,0.2536268134067034,0.698340142269107,0.0,False,,,,,,,,,
PO00238,0.0045585652043189,0.0,0.0227928260215947,0.0,False,,,,,,,,,
PO00239,0.0040189610250508,0.0,0.0200948051252542,0.0,False,,,,,,,,,
PO00240,0.0315880682673256,0.0,0.1579403413366281,0.0,False,,,,,,,,,
PO00241,0.0130212152375111,0.0,0.0651060761875556,0.0,False,,,,,,,,,
PO00242,0.0075494047246347,0.0,0.0377470236231735,0.0,False,,,,,,,,,
PO00243,0.0020680274185682,0.0,0.0103401370928413,0.0,False,,,,,,,,,
PO00244,0.0133043401032057,0.0,0.0665217005160285,0.0,False,,,,,,,,,
PO00245,0.2861289301670657,0.2781390695347674,0.3876231400799509,0.0,False,,,,,,,,,
PO00246,0.0123621076064852,0.0,0.0618105380324261,0.0,False,,,,,,,,,
PO00247,0.3352890961374999,0.2536268134067034,0.7253449304123621,0.0,False,,,,,,,,,
PO00248,0.0086056670354911,0.0,0.0430283351774556,0.0,False,,,,,,,,,
PO00249,0.105753077113277,0.0015007503751875,0.5231375716594315,0.0,False,,,,,,,,,
PO00250,0.0028272641666375,0.0,0.0141363208331878,0.0,False,,,,,,,,,
PO00251,0.0219253768287797,0.0,0.1096268841438989,0.0,False,,,,,,,,,
PO00252,0.0128722039437129,0.0,0.0643610197185645,0.0,False,,,,,,,,,
PO00253,0.2853545452505872,0.2781390695347674,0.3837512154975581,0.0,False,,,,,,,,,
PO00254,0.0042408634799886,0.0,0.0212043173999434,0.0,False,,,,,,,,,
PO00255,0.0169872396045596,0.0,0.0849361980227981,0.0,False,,,,,,,,,
PO00256,0.0026787366343983,0.0,0.0133936831719918,0.0,False,,,,,,,,,
PO00257,0.027695303615343,0.0,0.1384765180767154,0.0,False,,,,,,,,,
PO00258,0.0114462040534045,0.0,0.0572310202670225,0.0,False,,,,,,,,,
PO00259,0.0776793330582201,0.0015007503751875,0.3827688513841473,0.0,False,,,,,,,,,
PO00260,0.0185813949198775,0.0,0.0929069745993875,0.0,False,,,,,,,,,
PO00261,0.0674139795982979,0.0015007503751875,0.3314420840845362,0.0,False,,,,,,,,,
PO00262,0.0350524555491549,0.0,0.1752622777457746,0.0,False,,,,,,,,,
PO00263,0.0163203781882633,0.0,0.0816018909413169,0.0,False,,,,,,,,,
PO00264,0.0959886452914162,0.017008504252126,0.4161613355116082,0.0,False,,,,,,,,,
PO00265,0.0047905693359847,0.0,0.0239528466799236,0.0,False,,,,,,,,,
PO00266,0.0357774966330847,0.0,0.1788874831654235,0.0,False,,,,,,,,,
PO00267,0.0088657867057518,0.0,0.0443289335287592,0.0,False,,,,,,,,,
PO00268,0.2801847574245746,0.2781390695347674,0.3579022763674953,0.0,False,,,,,,,,,
PO00269,0.0039411015609113,0.0,0.0197055078045569,0.0,False,,,,,,,,,
PO00270,0.1245899450798152,0.017008504252126,0.5591678344536034,0.0,False,,,,,,,,,
PO00271,0.0348143958097078,0.0,0.1740719790485394,0.0,False,,,,,,,,,
PO00272,0.0018068943137571,0.0,0.0090344715687857,0.0,False,,,,,,,,,
PO00273,0.003955246372645,0.0,0.019776231863225,0.0,False,,,,,,,,,
PO00274,0.0144999013433498,0.0,0.0724995067167491,0.0,False,,,,,,,,,
PO00275,0.9098852229600553,1.0,0.7994261148002758,0.0,True,,,,,,,,,
PO00276,0.0126319258855574,0.0,0.0631596294277872,0.0,False,,,,,,,,,
PO00277,0.1671234814663927,0.0015007503751875,0.82998959342501,0.0,False,,,,,,,,,
PO00278,0.0099048044334037,0.0,0.0495240221670185,0.0,False,,,,,,,,,
PO00279,0.0092942970684747,0.0,0.0464714853423739,0.0,False,,,,,,,,,
PO00280,0.0095865132511895,0.0,0.0479325662559475,0.0,False,,,,,,,,,
PO00281,0.0237516676443676,0.0,0.1187583382218383,0.0,False,,,,,,,,,
PO00282,0.0205224789125946,0.0,0.1026123945629731,0.0,False,,,,,,,,,
PO00283,0.0052640697018766,0.0,0.0263203485093833,0.0,False,,,,,,,,,
PO00284,0.2875258082772984,0.2781390695347674,0.3946075306311144,0.0,False,,,,,,,,,
PO00285,0.0022085424314263,0.0,0.0110427121571316,0.0,False,,,,,,,,,
PO00286,0.0313029967889991,0.0,0.1565149839449958,0.0,False,,,,,,,,,
PO00287,0.0118580036559907,0.0,0.0592900182799538,0.0,False,,,,,,,,,
PO00288,0.037728267861453,0.0,0.1886413393072651,0.0,False,,,,,,,,,
PO00289,0.0989756778008318,0.0015007503751875,0.4892505750972057,0.0,False,,,,,,,,,
PO00290,0.0634874273593631,0.0,0.3174371367968155,0.0,False,,,,,,,,,
PO00291,0.0020081438224544,0.0,0.0100407191122724,0.0,False,,,,,,,,,
PO00292,0.008158281746322,0.0,0.0407914087316102,0.0,False,,,,,,,,,
PO00293,0.0221097519266595,0.0,0.1105487596332975,0.0,False,,,,,,,,,
PO00294,0.0385132065659642,0.0,0.1925660328298213,0.0,False,,,,,,,,,
PO00295,0.0354792764820834,0.0,0.1773963824104172,0.0,False,,,,,,,,,
PO00296,0.0061855016729553,0.0,0.0309275083647767,0.0,False,,,,,,,,,
PO00297,0.0951991987340376,0.0015007503751875,0.4703681797632344,0.0,False,,,,,,,,,
PO00298,0.3154923155847098,0.2781390695347674,0.5344400671681713,0.0,False,,,,,,,,,
PO00299,0.0013972462579555,0.0,0.0069862312897779,0.0,False,,,,,,,,,
PO00300,0.0030156142077249,0.0,0.0150780710386245,0.0,False,,,,,,,,,
PO00301,0.0053525040816979,0.0,0.0267625204084897,0.0,False,,,,,,,,,
PO00302,0.0050624356901518,0.0,0.0253121784507594,0.0,False,,,,,,,,,
PO00303,0.0035851799558349,0.0,0.0179258997791749,0.0,False,,,,,,,,,
